部屋主,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント,取得日
芝ちゃん部屋,50,BUG! BUG! SURVIVAL!(パート分け),NEW GAME!,桜ねね(朝日奈丸佳)&阿波根うみこ(森永千才),団長,,2026/1/13
冨塚部屋,49,白い炎 キー変更：+4,スケバン刑事【ドラマ】,斉藤由貴,おーろら,,2026/1/13
芝ちゃん部屋,49,Enter,Aランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。 OP,零,サイバードラゴン,,2026/1/13
冨塚部屋,48,ねえ! ムーミン (新ムーミン_OP) 藤田淑子 (2ch_VC_ON) UVR online版,ね,,オカキん,,2026/1/13
芝ちゃん部屋,48,ひみつだけどね【パート分け有】,ひみつのアイプリ Ed,青空ひまり(CV藤寺美徳)星川みつき(CV平塚紗依),cp,,2026/1/13
冨塚部屋,47,微笑むあなたに会いたい,愛少女ポリアンナ物語 OP,工藤夕貴,富井精市,,2026/1/13
芝ちゃん部屋,47,シルベ,勇者パーティを追い出された器用貧乏 OP,常闇トワ,ゆに,,2026/1/13
冨塚部屋,46,電光合体レゴーマー【ミンキーモモ】,電光合体レゴーマー,宮村優子,がいばー,,2026/1/13
芝ちゃん部屋,46,セッション運命ナイト,「1分間だけ挿れてもいいよ…」シェアハウスの秘密ルール。 Tm,Dai Takanashi,芝ちゃん,,2026/1/13
crom部屋,45,【ソ・ラ・ノ・ヲ・ト】OP｜光の旋律〔3パート分け〕／Kalafina［on-off］,,,crom,,2026/1/13
冨塚部屋,45,きこえるかしら,赤毛のアン,大和田りつこ,おと,,2026/1/13
芝ちゃん部屋,45,ニッポン笑顔百景(パート分け),じょしらく,桃黒亭一門,団長,,2026/1/13
crom部屋,44,そんな僕らの冒険譚!,外れスキル《木の実マスター》 ED,TrySail,村民,,2026/1/13
冨塚部屋,44,宇宙猿人ゴリなのだ,スペクトルマン,サニー・メイツ,おーろら,,2026/1/13
芝ちゃん部屋,44,次回予告,戦隊大失格 Op,キタニタツヤ,サイバードラゴン,,2026/1/13
crom部屋,43,Secret Operation【_パート分け】,夜桜さんちの大作戦 OP2,"fripSide,南條愛乃",ゆかり,,2026/1/13
冨塚部屋,43,らしさ,劇場アニメ_ひゃくえむ。 主題歌,Official髭男dism,オカキん,,2026/1/13
芝ちゃん部屋,43,Dear Shine Sky,ひろがるスカイ!プリキュア ED2,吉武千颯,cp,,2026/1/13
crom部屋,42,亜人(デミ)ちゃんは語りたい - オリジナル。／TrySail (麻倉もも、夏川椎菜、雨宮天),-,,crom,,2026/1/13
冨塚部屋,42,星屑のシャンデリア,愛少女ポリアンナ物語 IN,堀江美都子,富井精市,,2026/1/13
芝ちゃん部屋,42,アドレナ,花ざかりの君たちへ OP,YOASOBI,ゆに,,2026/1/13
crom部屋,41,ミッション! 健・康・第・イチ【パート有】,はたらく細胞 OP,赤血球、白血球、キラーT細胞、マクロファージ,村民,,2026/1/13
冨塚部屋,41,夢の舟乗り／ポプラ通りの家 (キャプテンフューチャー_OP／ED) ヒデ夕樹／ピーカブー (2ch_VC_ON) spleeter版,-,,がいばー,,2026/1/13
芝ちゃん部屋,41,嘆きの天使,アマガミSS Ed,絢辻詞(名塚佳織),芝ちゃん,,2026/1/13
crom部屋,40,GO!GO!細胞フェスタ【パート分け】,はたらく細胞!! OP,"赤血球(CV:花澤香菜),白血球(CV:前野智昭),キラーT細胞 / メモリーT細胞(CV:小野大輔),マクロファージ(CV:井上喜久子),一般細胞(CV:小林裕介),乳酸菌(CV:吉田有里)",ゆかり,,2026/1/13
冨塚部屋,40,勝利のマシンロボ_子門真人,マシンロボ クロノスの大逆襲 OP2,2CH,おと,,2026/1/13
芝ちゃん部屋,40,猛烈宇宙交響曲・第七楽章「無限の愛」(パート分け),モーレツ宇宙海賊,ももいろクローバーZ,団長,,2026/1/13
crom部屋,39,ひぐらしのなく頃に「月下の決闘者」片霧烈火／TERRA_2CH,ひ,,crom,,2026/1/13
冨塚部屋,39,ヨカッタネ宇宙,最強ロボダイオージャ,たいらいさお,おーろら,,2026/1/13
芝ちゃん部屋,39,Ready to Rock,ロックは淑女の嗜みでして OP,BAND-MAID,サイバードラゴン,,2026/1/13
crom部屋,38,BEYOND★CLASSIC,クラシック★スターズ,Gran★MyStar,村民,,2026/1/13
冨塚部屋,38,Wanna be【パート分けVer2】,東島丹三郎は仮面ライダーになりたい OP,"TeddyLoid,松崎しげる,TOPHAMHAT-KYO (FAKE TYPE.)",オカキん,,2026/1/13
芝ちゃん部屋,38,どしゃぶりHAPPY!【パート分け有】,プリティーリズム・レインボーライブ In,ハッピーレイン♪,cp,,2026/1/13
crom部屋,37,まごころ My Heart(パート分け),追放者食堂へようこそ! ED,超ときめき宣伝部,ゆかり,,2026/1/13
冨塚部屋,37,おやすみマーフィー,大草原の小さな天使 ブッシュベイビー IM,岡本麻弥,富井精市,,2026/1/13
芝ちゃん部屋,37,Make Me Wonder キー変更： -1,ダーウィン事変 OP,Official髭男dism,ゆに,,2026/1/13
crom部屋,36,アイノヨカン from 駆け魂隊【パート分け】,神のみぞ知るセカイⅡ,伊藤かな恵&早見沙織,crom,,2026/1/13
冨塚部屋,36,月のナイフ,初代タイガーマスク(佐山聡)テーマソング,宮内タカユキ,がいばー,,2026/1/13
芝ちゃん部屋,36,恋のゆくえ,アマガミSS Ed,上崎裡沙(門脇舞以),芝ちゃん,,2026/1/13
crom部屋,35,SOULTAKER,The Soul Taker～魂狩～ OP,JAM Project,村民,,2026/1/13
冨塚部屋,35,仮面ライダーBLACK RX_誰かが君を愛してる【2ch】宮内タカユキ,-,,おと,,2026/1/13
crom部屋,34,Believe in my existence,カードファイト!! ヴァンガード OP,JAM Project,ゆかり,,2026/1/13
冨塚部屋,34,戦え!!人造人間キカイダー,人造人間キカイダー,ヒデ夕樹、コロムビアゆりかご会,おーろら,,2026/1/13
芝ちゃん部屋,34,ゆめのつぼみ,"しゅごキャラ! IN 第42,43話",水樹奈々,雪兎,〆！,2026/1/13
crom部屋,33,kalafina 【ｶﾗｵｹ風歌詞】Parallel Hearts_Instrumental版 ‐ ニコニコ動画_GINZA.mp4,,,村民,,2026/1/13
冨塚部屋,33,"仮面ライダーBLACK_Long Long ago, 20th Century【2ch】坂井紀雄",-,,オカキん,,2026/1/13
芝ちゃん部屋,33,神頼み,出禁のモグラ OP,syudou,なおみ,,2026/1/13
crom部屋,32,Maze【パート有】,PandoraHearts ED 1,savage genius,ゆかり,,2026/1/13
冨塚部屋,32,It's Just Love!〈TV SIZE VERSION〉,新機動戦記ガンダムW ED,大石ルミ,富井精市,,2026/1/13
芝ちゃん部屋,32,Resolution,機動新世紀ガンダムX OP,ROMANTIC MODE,HID,,2026/1/13
crom部屋,31,魂の慟哭,LOST CHILD OP,MW,crom,,2026/1/13
冨塚部屋,31,黒いたくらみ,仮面の忍者赤影,宮内タカユキ,がいばー,,2026/1/13
芝ちゃん部屋,31,あまのじゃく,幼馴染とはラブコメにならない ED,小玉ひかり,ゆに,,2026/1/13
crom部屋,30,一閃【_パート分け】,暗殺者である俺のステータスが勇者よりも明らかに強いのだが OP,VESPERBELL,村民,,2026/1/13
冨塚部屋,30,星空サイクリング,うる星やつらED,ヴァージンVS,おと,,2026/1/13
芝ちゃん部屋,30,MONTAGE,謎解きはディナーのあとで Op,中島健人,芝ちゃん,,2026/1/13
crom部屋,29,虹を編めたら (Ver.2)【パート分け】,ハルチカ～ハルタとチカは青春する～,fhana,ゆかり,,2026/1/13
冨塚部屋,29,みんなみんな,アパッチ野球軍,坂本新兵,おーろら,,2026/1/13
芝ちゃん部屋,29,生きて、燦々,キングダム Op,いきものがかり,雪兎,よろしくお願いしますm(_ _)m,2026/1/13
crom部屋,28,幻想曲(アラベスク)を君に,SI-VIS:The Sound of Heroes 第3話挿入歌,SI-VIS,crom,,2026/1/13
冨塚部屋,28,Dang Dang 気になる,美味しんぼ OP2,中村由真,富井精市,,2026/1/13
芝ちゃん部屋,28,君色、僕色,異世界かるてっと3,伊東歌詞太郎&鈴木このみ&小林裕介&AZKi,なおみ,,2026/1/13
crom部屋,27,明日の私に幸あれ【Ver2】,ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います ED,ナナヲアカリ,村民,,2026/1/13
冨塚部屋,27,愛が止まらない,仮面ライダーZO,INFIX,がいばー,,2026/1/13
芝ちゃん部屋,27,Touring,終末ツーリング OP,Conton Candy,HID,,2026/1/13
crom部屋,26,Pleasure Feather【103期2月度Fes×Live映像】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ 103期2月度Fes×LIVE楽曲,蓮ノ休日,ゆかり,,2026/1/13
冨塚部屋,26,Eternal Truth,BLUE SEED2 ED,TAKADA BAND,オカキん,,2026/1/13
芝ちゃん部屋,26,綺麗。,綺麗にしてもらえますか。 OP,ゆう。,ゆに,,2026/1/13
crom部屋,25,巣立ちの歌【4話まで・パート分け有り】,ワンダーエッグ・プライオリティ OP,アネモネリア,crom,締め用にとっておいていつも入れ忘れるので、入れておく,2026/1/13
冨塚部屋,25,Lilium,エルフェンリート OP,野間久美子,おと,今や世界中の教会で歌われてると聞きました。,2026/1/13
芝ちゃん部屋,25,My Way【パート分け無し】,グリーングリーン2 恋のスペシャルサマー ED,URAN,芝ちゃん,,2026/1/13
crom部屋,24,二人の約束【3人パート分け】,バスカッシュ!,エクリップス,村民,だが自信がないのでオンボで…。,2026/1/13
冨塚部屋,24,It's Just Love! キー変更：+4,新機動戦記ガンダムW ED,大石ルミ,おーろら,,2026/1/13
芝ちゃん部屋,24,阿弥陀籤,桃源暗鬼 OP,超学生,なおみ,,2026/1/13
crom部屋,23,"バスカッシュ! - nO limiT／エクリップス (戸松遥【3】, 中島愛【4】, 早見沙織【5】)(5ch)",は,,ゆかり,,2026/1/13
冨塚部屋,23,Voice,ふしぎ遊戯 第一部 IN,緑川光,富井精市,,2026/1/13
芝ちゃん部屋,23,シルベ,勇者パーティを追い出された器用貧乏 OP,常闇トワ,HID,新曲練習,2026/1/13
crom部屋,22,マドロミ,ディープインサニティ アサイラム OP,天音かなた、常闇トワ,crom,,2026/1/13
冨塚部屋,22,おれたちゃクロダコブラザーズ,とんでも戦士ムテキング,こおろぎ'73,おと,,2026/1/13
芝ちゃん部屋,22,若葉のころ,綺麗にしてもらえますか。 ED,清浦夏実,ゆに,,2026/1/13
crom部屋,21,インプリンティング,魔法使い黎明期 ED,▽▲TRiNITY▲▽,村民,,2026/1/13
冨塚部屋,21,TWO OF US (美味しんぼ_ED) 結城めぐみ (2ch_VC_VC＋ボーカル音量30％_ON) UVR-MDX版,-,,オカキん,,2026/1/13
芝ちゃん部屋,21,おいしいサバイバー,もめんたりー・リリィ OP,花冷え。,芝ちゃん,,2026/1/13
crom部屋,20,Braver Dreamer,SI-VIS The Sound of Heroes,SI-VIS KYOUYA SOUZI,ゆかり,,2026/1/13
冨塚部屋,20,あなただけ Dreaming キー変更：+4,魔法のスターマジカルエミ,小幡洋子,おーろら,,2026/1/13
芝ちゃん部屋,20,Make Me Wonder,ダーウィン事変 OP,Official髭男dism,なおみ,,2026/1/13
crom部屋,19,ヒトヒラ,デート・ア・ライブⅤ,sweet ARMS,crom,わすれたといわれるまえに３にんでもうたう,2026/1/13
冨塚部屋,19,わかっていたはず,ふしぎ遊戯 IN,佐藤朱美,富井精市,,2026/1/13
芝ちゃん部屋,19,月に向かって撃て【Ver1 暫定版】,真夜中ハートチューン OP,星街すいせい,HID,新曲練習,2026/1/13
crom部屋,18,Umitsuki,彼女、お借りします(第4期) OP,ClariS,村民,,2026/1/13
冨塚部屋,18,両手いっぱいのジョニー,本人 PV,小比類巻かほる,おと,,2026/1/13
芝ちゃん部屋,18,Lavish!!,勇者パーティーにかわいい子がいたので、告白してみた。 OP,吉乃,ゆに,,2026/1/13
crom部屋,17,Can you feel crying alone,W～wish～ - ダブル・ウィッシュ,tiaraway,ゆかり,,2026/1/13
冨塚部屋,17,君がいなければ,タッチ,三ツ矢雄二,おーろら,,2026/1/13
芝ちゃん部屋,17,たのしいかくれんぼ【第1話 挿入歌 アニメ公式 MV】,魔王の娘は優しすぎる!!,ドゥ(CV:久野美咲),芝ちゃん,,2026/1/13
crom部屋,16,Lost Princess【Season 1+2、パート分け】,プリンセスコネクト! Re:Dive OP,"ペコリーヌ(CV:M・A・O),コッコロ(CV:伊藤美来),キャル(CV:立花理香)",crom,,2026/1/13
冨塚部屋,16,君なら大丈夫,ふしぎ遊戯 第一部 IM,石塚早織,富井精市,,2026/1/13
芝ちゃん部屋,16,yummy goodday,とんでもスキルで異世界放浪メシ2 OP,CENT,なおみ,,2026/1/13
crom部屋,15,アイレ,SYNDUALITY Noir OP2,ARCANA PROJECT,村民,,2026/1/13
冨塚部屋,15,無限に広がる大宇宙,宇宙戦艦ヤマト 挿入曲,川島和子,おと,聞きたいだけでごめんなさい。,2026/1/13
芝ちゃん部屋,15,アドレナ【Ver1 暫定版 第2話まで】,花ざかりの君たちへ OP,YOASOBI,HID,新曲練習していきます,2026/1/13
crom部屋,14,【ダーリン・イン・ザ・フランキス】Beautiful WorldXXme(on-chorus_UVR-cut)※(第8話～第12話、第14話)ED[暫定3パート]crm,-,,ゆかり,,2026/1/13
冨塚部屋,14,魔法使いサリー,魔法使いサリー(1989年版) Op,朝川ひろこ,オカキん,,2026/1/13
芝ちゃん部屋,14,I need,「お前ごときが魔王に勝てると思うな」と勇者パーティを追放されたので、王都で気ままに暮らしたい ED,田中有紀,ゆに,,2026/1/13
crom部屋,13,トリカゴ,ダーリン・イン・ザ・フランキス ED,XX:me,crom,,2026/1/13
冨塚部屋,13,まほろば伝説 キー変更：+4,新竹取物語 1000年女王 ED,石川まなみ,おーろら,,2026/1/13
crom部屋,12,恋衣,もののがたり OP 1,ARCANA PROJECT,村民,リベンジ,2026/1/13
冨塚部屋,12,愛の負け戦(いくさ),OVA版 魔法少女プリティサミー 挿入歌,松本梨香,富井精市,,2026/1/13
芝ちゃん部屋,12,ラケナリアの夢,魔術師クノンは見えている OP,ヰ世界情緒,なおみ,,2026/1/13
crom部屋,11,【スローループ】やじるし→／ぽかぽかイオン(東山奈央×安野希世乃)(on-cut-kiyo-nao)※OP crm 修正1,-,,ゆかり,,2026/1/13
冨塚部屋,11,ペペロの冒険,アンデス少年ペペロ,堀江美都子,おと,,2026/1/13
芝ちゃん部屋,11,走れSAKAMOTO,SAKAMOTO DAYS OP,Vaundy,HID,,2026/1/13
crom部屋,10,やじるし→(パート分け)【ver1.1】,スローループ,ぽかぽかイオン(東山奈央、安野希世乃),ゆかり,,2026/1/13
冨塚部屋,10,and FOREVER…,THE ビッグオー ED,ROBBIE DANZIE with 高尾直樹,オカキん,,2026/1/13
芝ちゃん部屋,10,【シャンピニオンの魔女】[op]魔法使いの日記／ロス ※呪文は耳コピ（検証中） bb240 (On-Off),-,,ゆに,,2026/1/13
crom部屋,9,リミー,Sランクモンスターの《ベヒーモス》だけど、猫と間違われてエルフ娘の騎士として暮らしてます ED,ぽかぽかイオン,crom,,2026/1/13
冨塚部屋,9,正義の超能力少年,バビル2世,水木一郎,おーろら,,2026/1/13
crom部屋,8,かつkalafina【ｶﾗｵｹ風歌詞】活撃 刀剣乱舞 ED 百火撩乱 Kalafina on-ハモリコーラス強調版(音声修正版),か,,村民,,2026/1/13
冨塚部屋,8,悲しみをそっとみちづれに,ダーティペアFLASH IM,松本梨香,富井精市,,2026/1/13
芝ちゃん部屋,8,【ひみつのアイプリ】『』[わいるど☆すたー]「八王子ビビ（CV.寺澤百花）　真実夜チィ（CV．大地薫）」(On-Off)(百合川)／ビビ＆チィバージョン,-,,芝ちゃん,,2026/1/13
crom部屋,7,デネブとスピカ,継母の連れ子が元カノだった OP,DIALOGUE+,ゆかり,,2026/1/13
冨塚部屋,7,月の繭,∀ガンダム ED 2,奥井亜紀,おと,,2026/1/13
芝ちゃん部屋,7,インフィニティ_優里_SK∞ エスケーエイト(OFF_ON),い,,ジョージ,,2026/1/13
crom部屋,6,Cross heart 偽りのない気持ち (duet ver.),機械じかけのマリー,マリー,crom,,2026/1/13
冨塚部屋,6,悪魔くん,悪魔くん,こおろぎ'73,オカキん,,2026/1/13
芝ちゃん部屋,6,うたたねサンシャイン,田中くんはいつもけだるげ OP,Unlimited tone,団長,,2026/1/13
crom部屋,5,【素材採取家の異世界旅行記】 Prologue ※OP パート分け有 (UVRコーラス入-on-off) ／ nornis,,,村民,,2026/1/13
冨塚部屋,5,ああ青春よいつまでも,ドカベン ED,こおろぎ'73,おーろら,,2026/1/13
芝ちゃん部屋,5,仮装狂騒曲(パート分け有),学園アイドルマスター IM,初星学園,cp,,2026/1/13
crom部屋,4,salvia【DUOP][PV]】,グッド・ナイト・ワールド ED,Nornis,ゆかり,,2026/1/13
冨塚部屋,4,シェリーの子守歌,NEWドリームハンター麗夢 殺戮の夢幻迷宮 ED,こおろぎさとみ,富井精市,,2026/1/13
芝ちゃん部屋,4,【シャンピニオンの魔女】魔法使いの日記 ※OP暫定版 ／ ロス,-,,ゆに,,2026/1/13
crom部屋,3,kalafina 【ｶﾗｵｹ風歌詞】満天-OFFVOCAL- 〈KEIKOハモリ残り再うｐ〉 .mp4,,,crom,,2026/1/13
冨塚部屋,3,希望よそれは (円卓の騎士物語 燃えろアーサー_OP) ささきいさお、こおろぎ'73 (2ch_VC_ON) UVR-MDX版,-,,おと,記憶あいまいなのでオンボーカル,2026/1/13
芝ちゃん部屋,3,アルカテイル,Summer Pockets OP,鈴木このみ,芝ちゃん,,2026/1/13
crom部屋,2,IcHiGo milK love【静止画】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ シャッフルユニットスプリットシングル,PRINCEε>ε>,村民,,2026/1/13
冨塚部屋,2,いつの日か,サイボーグ009 ED,こおろぎ'73,おーろら,,2026/1/13
芝ちゃん部屋,2,にゃん酷なにゃんこのテーゼ,にゃんこ大戦争 IM,高橋洋子,ジョージ,,2026/1/13
crom部屋,1,MAKUAKE【_パート分け】,異世界ゆるり紀行 ～子育てしながら冒険者します～ ED,ゴホウビ,ゆかり,,2026/1/13
